Timestamp,ParticipantID,TaskType,Technique,TaskBlock,Trial,CoinName,Event,Duration
213.7667,5,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,
218.8472,5,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,
219.4042,5,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,
219.6973,5,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,
219.8505,5,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,
221.5202,5,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,
221.827,5,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,
241.9599,5,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town
243.7799,5,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town
244.8799,5,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town
247.5799,5,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town
251.643,5,ObjectCollection,Portal_Palette_Hand,0,1,,Confirm_Transition,World Target (Town)
252.144,5,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,
253.2299,5,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,
253.2599,5,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Funland
253.3567,5,ObjectCollection,Portal_Palette_Hand,0,1,,Confirm_Transition,World Target (Funland)
253.8573,5,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,
263.3923,5,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,
263.7679,5,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,
263.8928,5,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,
264.3802,5,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,
265.396,5,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,
269.8501,5,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,
270.5329,5,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,
270.6028,5,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,
272.2743,5,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,
272.9143,5,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,
273.0804,5,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,
273.3179,5,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,
276.0043,5,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,
279.7764,5,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,
279.8453,5,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,
279.9997,5,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,
280.0964,5,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,
280.2081,5,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,
281.2808,5,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,
284.3968,5,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,
284.5652,5,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,
