Timestamp,ParticipantID,TaskType,Technique,TaskBlock,Trial,CoinName,Event,Duration
39.1683,999,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,,
39.3800,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town,
39.5200,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,City,
39.9200,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town,
40.3200,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Funland,
40.7000,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Snowy,
41.0800,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Funland,
41.2600,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town,
41.6000,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Funland,
41.9000,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town,
42.1000,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,City,
43.5673,999,ObjectCollection,Portal_Palette_Hand,0,1,,Confirm_Transition,World Target (City),
44.0827,999,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,,
44.5950,999,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,,
45.0000,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town,
45.3800,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Home,
46.1255,999,ObjectCollection,Portal_Palette_Hand,0,1,,Confirm_Transition,World Target (Home),
46.6222,999,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,,
57.2613,999,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,,
57.2800,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,City,
57.4600,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town,
58.3400,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,City,
58.9385,999,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,,
