Timestamp,ParticipantID,TaskType,Technique,TaskBlock,Trial,CoinName,Event,Duration
164.0415,999,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,,
164.2199,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town,
164.6599,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Funland,
166.7799,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town,
166.9399,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Funland,
167.0199,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Snowy,
167.0799,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Castle,
167.5799,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Snowy,
168.0999,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Funland,
184.4388,999,ObjectCollection,Portal_Palette_Hand,0,1,,Confirm_Transition,World Target (Funland),
184.9402,999,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,,
189.8424,999,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,,
189.8999,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town,
190.8399,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town,
192.1599,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,City,
193.9599,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town,
197.9999,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town,
198.0599,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,City,
201.7999,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town,
210.8199,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town,
211.7799,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town,
211.8399,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,City,
211.9599,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town,
213.5199,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,City,
215.9999,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town,
217.0999,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Snowy,
217.3799,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Castle,
217.6999,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Snowy,
218.1999,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town,
218.4199,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,City,
219.4599,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town,
