Timestamp,ParticipantID,TaskType,Technique,TaskBlock,Trial,CoinName,Event,Duration
45.8294,999,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,,
45.9008,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Castle,
46.2879,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Town,
46.7001,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Castle,
46.8422,999,ObjectCollection,Portal_Palette_Hand,0,1,,Confirm_Transition,World Target (Castle),
46.8422,999,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,,
47.0114,999,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,,
47.3464,999,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,,
47.3743,999,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,,
48.2921,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Snowy,
48.3761,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,City,
48.6923,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Home,
49.4586,999,ObjectCollection,Portal_Palette_Hand,0,1,,Confirm_Transition,World Target (Home),
49.4586,999,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,,
50.6984,999,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,,
50.7124,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Castle,
51.4365,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Castle,
51.6597,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Snowy,
52.1597,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Castle,
54.4025,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Funland,
54.5018,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,City,
54.8746,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,City,
55.0553,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Snowy,
56.1118,999,ObjectCollection,Portal_Palette_Hand,0,1,,Confirm_Transition,World Target (Snowscape),
56.1118,999,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,,
56.8364,999,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,,
57.3108,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,City,
57.6430,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Home,
58.2854,999,ObjectCollection,Portal_Palette_Hand,0,1,,Confirm_Transition,World Target (Home),
58.2854,999,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,,
70.4936,999,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,,
70.5086,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Castle,
70.5510,999,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,,
