Timestamp,ParticipantID,TaskType,Technique,TaskBlock,Trial,CoinName,Event,Duration
19.0628,999,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,,
25.5800,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Castle,
25.5916,999,ObjectCollection,Portal_Palette_Hand,0,1,,Confirm_Transition,World Target (Castle),
25.9800,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Castle,
26.0800,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Snowy,
26.1107,999,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,,
29.9515,999,ObjectCollection,Portal_Palette_Hand,0,1,,Enable_Interface,,
30.9200,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Snowy,
37.6600,999,ObjectCollection,Portal_Palette_Hand,0,1,,SelectedMenuItem,Snowy,
37.6777,999,ObjectCollection,Portal_Palette_Hand,0,1,,Confirm_Transition,World Target (Snowscape),
38.1777,999,ObjectCollection,Portal_Palette_Hand,0,1,,Disable_Interface,,
