Participant,Technique,TechniquePreview,TechniqueInteractionSpace,TechniquePreviewSpace,InteractionMetaphor,TaskBlock,Trial,SearchTime,RetrieveTime,DepositTime,TotalTime,ErrorCount
11,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,1,0.7664000000000044,5.746200000000016,3.511799999999994,13.989200000000011,0
11,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,2,13.464300000000009,4.719099999999997,6.85929999999999,26.083399999999983,1
11,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,3,5.293600000000026,6.106399999999979,2.871399999999994,15.300000000000011,0
11,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,4,17.597700000000003,3.9022999999999968,2.724099999999993,26.9093,5
11,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,5,15.006799999999998,12.303899999999999,7.961999999999989,38.20949999999999,3
11,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,6,2.1023999999999887,4.238800000000026,5.269499999999994,12.641200000000026,0
11,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,7,10.46690000000001,3.7730999999999995,17.02619999999996,33.83869999999996,2
11,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,8,7.962900000000047,3.378399999999999,1.981899999999996,15.883100000000013,0
11,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,9,2.6166000000000054,2.341600000000028,3.964999999999975,11.414699999999982,0
11,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,10,6.180700000000002,6.402800000000013,2.4949000000000296,17.747900000000016,0
11,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,11,4.621899999999982,1.393700000000024,2.895399999999995,11.441500000000019,0
11,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,12,0.5586999999999875,4.475399999999979,2.4423000000000457,9.59050000000002,0
11,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,13,3.0077999999999747,3.095700000000022,1.8063999999999965,12.02759999999995,0
11,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,14,3.1739000000000033,1.5020000000000095,2.1456000000000017,9.145200000000045,0
11,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,15,4.985500000000002,2.1651999999999703,2.080500000000029,11.456399999999974,1
11,WIM_Gallery,WIM,OneHanded,Head,Gallery,1,1,5.944700000000012,2.8176999999999452,2.4454000000000633,14.615999999999985,0
11,WIM_Gallery,WIM,OneHanded,Head,Gallery,1,2,3.592300000000023,3.494100000000003,3.8980999999999995,13.529999999999973,0
11,WIM_Gallery,WIM,OneHanded,Head,Gallery,1,3,5.412200000000098,4.064199999999914,6.117500000000064,18.096100000000092,0
11,WIM_Gallery,WIM,OneHanded,Head,Gallery,1,4,3.996399999999994,2.7638999999999214,3.2641000000000986,12.472299999999905,0
11,WIM_Gallery,WIM,OneHanded,Head,Gallery,1,5,3.495300000000043,3.1526999999999816,3.5710000000000264,12.403200000000083,0
11,WIM_Gallery,WIM,OneHanded,Head,Gallery,1,6,4.885699999999929,3.7590999999999894,11.945400000000063,26.870000000000005,0
11,WIM_Gallery,WIM,OneHanded,Head,Gallery,1,7,11.39689999999996,2.5778999999999996,3.2421000000000504,19.59629999999993,0
11,WIM_Gallery,WIM,OneHanded,Head,Gallery,1,8,2.63130000000001,5.0271999999999935,3.4365999999999985,13.668900000000008,0
