Timestamp,ParticipantID,TaskType,Technique,TaskBlock,Trial,CoinName,Event,Duration
0,21,ObjectCollection,Baseline,0,1,,Enable_Interface,
11.383,21,ObjectCollection,Baseline,0,1,goldCoin_snowy_grab_3,SpawnedCoin,0
12.7889,21,ObjectCollection,Baseline,0,1,,Enable_Interface,
12.8415,21,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Castle
12.8872,21,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Castle
13.3748,21,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Castle
13.5703,21,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Snowy
14.0131,21,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Funland
14.4177,21,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Snowy
14.6953,21,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Castle
15.0585,21,ObjectCollection,Baseline,0,1,,Confirm_Transition,World Target (Castle)
15.0585,21,ObjectCollection,Baseline,0,1,,Disable_Interface,
16.9416,21,ObjectCollection,Baseline,0,1,,Enable_Interface,
17.6479,21,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Snowy
17.8848,21,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Funland
18.7192,21,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Snowy
19.0262,21,ObjectCollection,Baseline,0,1,,Confirm_Transition,World Target (Snowscape)
19.0262,21,ObjectCollection,Baseline,0,1,,Disable_Interface,
22.9,21,ObjectCollection,Baseline,0,1,goldCoin_snowy_grab_3,GrabbedCoin,11.52
23.7166,21,ObjectCollection,Baseline,0,1,,Enable_Interface,
23.8024,21,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Castle
23.926,21,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Town
23.9425,21,ObjectCollection,Baseline,0,1,,SelectedMenuItem,City
24.0666,21,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Home
24.8593,21,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Home
25.2343,21,ObjectCollection,Baseline,0,1,,Confirm_Transition,World Target (Home)
25.2343,21,ObjectCollection,Baseline,0,1,,Disable_Interface,
27.7672,21,ObjectCollection,Baseline,0,1,goldCoin_snowy_grab_3,DepositedInChest,4.87
27.7672,21,ObjectCollection,Baseline,0,2,goldCoin_medieval_grab_3,SpawnedCoin,0
28.7974,21,ObjectCollection,Baseline,0,2,,Enable_Interface,
29.4376,21,ObjectCollection,Baseline,0,2,,SelectedMenuItem,Castle
29.6751,21,ObjectCollection,Baseline,0,2,,SelectedMenuItem,Snowy
