Timestamp,ParticipantID,TaskType,Technique,TaskBlock,Trial,CoinName,Event,Duration
132.1928,8,ObjectCollection,Baseline,0,1,,Enable_Interface,,
132.2446,8,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Funland,
132.2446,8,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Funland,
132.2764,8,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Snowy,
132.4843,8,ObjectCollection,Baseline,0,1,,SelectedMenuItem,City,
134.2687,8,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Funland,
135.3119,8,ObjectCollection,Baseline,0,1,,Confirm_Transition,World Target (Funland),
135.3119,8,ObjectCollection,Baseline,0,1,,Disable_Interface,,
142.1062,8,ObjectCollection,Baseline,0,1,,Enable_Interface,,
142.1207,8,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Castle,
142.1768,8,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Castle,
142.2049,8,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Snowy,
144.4323,8,ObjectCollection,Baseline,0,1,,Confirm_Transition,World Target (Snowscape),
144.4323,8,ObjectCollection,Baseline,0,1,,Disable_Interface,,
145.5184,8,ObjectCollection,Baseline,0,1,,Enable_Interface,,
145.5326,8,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Castle,
145.5326,8,ObjectCollection,Baseline,0,1,,Confirm_Transition,World Target (Castle),
145.5326,8,ObjectCollection,Baseline,0,1,,Disable_Interface,,
149.4860,8,ObjectCollection,Baseline,0,1,,Enable_Interface,,
149.6534,8,ObjectCollection,Baseline,0,1,,Disable_Interface,,
149.9319,8,ObjectCollection,Baseline,0,1,,Enable_Interface,,
155.2943,8,ObjectCollection,Baseline,0,1,,Disable_Interface,,
155.3459,8,ObjectCollection,Baseline,0,1,,Enable_Interface,,
155.7370,8,ObjectCollection,Baseline,0,1,,Disable_Interface,,
155.8620,8,ObjectCollection,Baseline,0,1,,Enable_Interface,,
157.4079,8,ObjectCollection,Baseline,0,1,,Disable_Interface,,
159.5928,8,ObjectCollection,Baseline,0,1,,Enable_Interface,,
