Index,Timestamp,ParticipantID,TaskType,Technique,TaskBlock,Trial,CoinName,Event,Duration
1,21.8985,4,ObjectCollection,WIM_Palette_Hand,0,1,,Enable_Interface,
2,22.0111,4,ObjectCollection,WIM_Palette_Hand,0,1,,Disable_Interface,
3,52.3046,4,ObjectCollection,WIM_Palette_Hand,0,1,,Enable_Interface,
4,52.3606,4,ObjectCollection,WIM_Palette_Hand,0,1,,Disable_Interface,
5,53.7104,4,ObjectCollection,WIM_Palette_Hand,0,1,,Enable_Interface,
6,53.7525,4,ObjectCollection,WIM_Palette_Hand,0,1,,Disable_Interface,
7,54.3514,4,ObjectCollection,WIM_Palette_Hand,0,1,,Enable_Interface,
8,54.6852,4,ObjectCollection,WIM_Palette_Hand,0,1,,Disable_Interface,
9,55.9513,4,ObjectCollection,WIM_Palette_Hand,0,1,,Enable_Interface,
10,61.7976,4,ObjectCollection,WIM_Palette_Hand,0,1,,Disable_Interface,
11,61.9229,4,ObjectCollection,WIM_Palette_Hand,0,1,,Enable_Interface,
12,64.0,4,ObjectCollection,WIM_Palette_Hand,0,1,,SelectedMenuItem,Snowy
13,65.36,4,ObjectCollection,WIM_Palette_Hand,0,1,,SelectedMenuItem,Castle
14,66.62,4,ObjectCollection,WIM_Palette_Hand,0,1,,SelectedMenuItem,Funland
15,67.66,4,ObjectCollection,WIM_Palette_Hand,0,1,,SelectedMenuItem,Town
16,67.6731,4,ObjectCollection,WIM_Palette_Hand,0,1,,Confirm_Transition,World Target (Town)
17,67.9094,4,ObjectCollection,WIM_Palette_Hand,0,1,,Disable_Interface,
18,68.4785,4,ObjectCollection,WIM_Palette_Hand,0,1,,Enable_Interface,
19,69.6776,4,ObjectCollection,WIM_Palette_Hand,0,1,,Disable_Interface,
20,70.0386,4,ObjectCollection,WIM_Palette_Hand,0,1,,Enable_Interface,
21,70.4704,4,ObjectCollection,WIM_Palette_Hand,0,1,,Disable_Interface,
22,84.9473,4,ObjectCollection,WIM_Palette_Hand,0,1,,Enable_Interface,
23,84.9898,4,ObjectCollection,WIM_Palette_Hand,0,1,,Disable_Interface,
24,91.7404,4,ObjectCollection,WIM_Palette_Hand,0,1,,Enable_Interface,
25,95.1098,4,ObjectCollection,WIM_Palette_Hand,0,1,,Disable_Interface,
26,111.5068,4,ObjectCollection,WIM_Palette_Hand,0,1,,Enable_Interface,
27,111.6609,4,ObjectCollection,WIM_Palette_Hand,0,1,,Disable_Interface,
28,111.701,4,ObjectCollection,WIM_Palette_Hand,0,1,,Enable_Interface,
29,114.44,4,ObjectCollection,WIM_Palette_Hand,0,1,,SelectedMenuItem,Funland
30,115.62,4,ObjectCollection,WIM_Palette_Hand,0,1,,SelectedMenuItem,Funland
31,116.3518,4,ObjectCollection,WIM_Palette_Hand,0,1,,Disable_Interface,
32,117.1032,4,ObjectCollection,WIM_Palette_Hand,0,1,,Enable_Interface,
33,118.06,4,ObjectCollection,WIM_Palette_Hand,0,1,,SelectedMenuItem,Funland
34,119.22,4,ObjectCollection,WIM_Palette_Hand,0,1,,SelectedMenuItem,Funland
35,119.64,4,ObjectCollection,WIM_Palette_Hand,0,1,,SelectedMenuItem,Funland
36,120.68,4,ObjectCollection,WIM_Palette_Hand,0,1,,SelectedMenuItem,Funland
37,121.34,4,ObjectCollection,WIM_Palette_Hand,0,1,,SelectedMenuItem,Funland
38,121.391,4,ObjectCollection,WIM_Palette_Hand,0,1,,Confirm_Transition,World Target (Funland)
39,121.5864,4,ObjectCollection,WIM_Palette_Hand,0,1,,Disable_Interface,
40,130.6615,4,ObjectCollection,WIM_Palette_Hand,0,1,,Enable_Interface,
41,130.9117,4,ObjectCollection,WIM_Palette_Hand,0,1,,Disable_Interface,
42,131.5102,4,ObjectCollection,WIM_Palette_Hand,0,1,,Enable_Interface,
43,132.9799,4,ObjectCollection,WIM_Palette_Hand,0,1,,SelectedMenuItem,City
44,133.4737,4,ObjectCollection,WIM_Palette_Hand,0,1,,Confirm_Transition,World Target (City)
