Index,Timestamp,ParticipantID,TaskType,Technique,TaskBlock,Trial,CoinName,Event,Duration
1,23.798,1,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,
2,24.02,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland
3,25.0782,1,ObjectCollection,WIM_Gallery,0,1,,Confirm_Transition,World Target (Funland)
4,25.3149,1,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,
5,34.196,1,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,
6,34.24,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town
7,34.38,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town
8,34.7,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town
9,36.98,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Snowy
10,37.54,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Snowy
11,38.36,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Snowy
12,41.7,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town
13,41.78,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,City
14,42.44,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Home
15,42.98,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,City
16,43.56,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,City
17,44.66,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town
18,45.68,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Snowy
19,46.1671,1,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,
20,59.3497,1,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,
21,59.66,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town
22,60.12,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,City
23,60.26,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Home
24,60.84,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Home
25,62.0351,1,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,
26,62.8996,1,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,
27,63.1,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Town
28,63.78,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,City
29,63.9301,1,ObjectCollection,WIM_Gallery,0,1,,Confirm_Transition,World Target (City)
30,64.4305,1,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,
31,64.5421,1,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,
32,65.5849,1,ObjectCollection,WIM_Gallery,0,1,,Disable_Interface,
33,66.434,1,ObjectCollection,WIM_Gallery,0,1,,Enable_Interface,
34,66.94,1,ObjectCollection,WIM_Gallery,0,1,,SelectedMenuItem,Funland
