Timestamp,ParticipantID,TaskType,Technique,TaskBlock,Trial,CoinName,Event,Duration
17.4747,3,ObjectCollection,Baseline,0,1,,Enable_Interface,,
17.5265,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Castle,
17.6001,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Castle,
18.3511,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Snowy,
18.8236,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Funland,
19.9526,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,City,
20.4823,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Funland,
22.2495,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,City,
22.9322,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Town,
23.5152,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Castle,
24.0176,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Snowy,
24.2665,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Funland,
26.8997,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Funland,
27.3029,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Snowy,
27.4700,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,City,
29.0438,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,City,
29.8930,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Town,
30.4622,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,City,
31.2009,3,ObjectCollection,Baseline,0,1,,Confirm_Transition,World Target (City),
31.2009,3,ObjectCollection,Baseline,0,1,,Disable_Interface,,
35.0466,3,ObjectCollection,Baseline,0,1,,Enable_Interface,,
35.8361,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Castle,
36.3083,3,ObjectCollection,Baseline,0,1,,Confirm_Transition,World Target (Castle),
36.3083,3,ObjectCollection,Baseline,0,1,,Disable_Interface,,
40.8199,3,ObjectCollection,Baseline,0,1,,Enable_Interface,,
41.5158,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Town,
41.5314,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Snowy,
41.6143,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,City,
41.7183,3,ObjectCollection,Baseline,0,1,,Confirm_Transition,World Target (City),
41.7183,3,ObjectCollection,Baseline,0,1,,Disable_Interface,,
42.8671,3,ObjectCollection,Baseline,0,1,,Enable_Interface,,
42.8816,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Snowy,
42.9637,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Snowy,
43.5334,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Funland,
45.5943,3,ObjectCollection,Baseline,0,1,,Disable_Interface,,
78.1407,3,ObjectCollection,Baseline,0,1,,Enable_Interface,,
78.1711,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Castle,
78.2393,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Castle,
78.8924,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Snowy,
79.3799,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Funland,
79.4768,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Home,
80.8129,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Snowy,
81.5227,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Funland,
82.4000,3,ObjectCollection,Baseline,0,1,,Confirm_Transition,World Target (Funland),
82.4000,3,ObjectCollection,Baseline,0,1,,Disable_Interface,,
89.4143,3,ObjectCollection,Baseline,0,1,,Enable_Interface,,
89.4287,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Snowy,
89.4701,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Snowy,
90.0539,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Home,
90.3466,3,ObjectCollection,Baseline,0,1,,Confirm_Transition,World Target (Home),
90.3466,3,ObjectCollection,Baseline,0,1,,Disable_Interface,,
90.3889,3,ObjectCollection,Baseline,0,1,,Enable_Interface,,
90.4029,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,City,
90.8486,3,ObjectCollection,Baseline,0,1,,Disable_Interface,,
90.8634,3,ObjectCollection,Baseline,0,1,,Enable_Interface,,
90.8910,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,City,
92.2974,3,ObjectCollection,Baseline,0,1,,Disable_Interface,,
93.9119,3,ObjectCollection,Baseline,0,1,,Enable_Interface,,
94.5793,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Funland,
96.1793,3,ObjectCollection,Baseline,0,1,,Disable_Interface,,
106.7858,3,ObjectCollection,Baseline,0,1,goldCoin_castle_grab,SpawnedCoin,0.00
109.0973,3,ObjectCollection,Baseline,0,1,,Enable_Interface,,
109.2507,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Snowy,
109.5279,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Castle,
109.8489,3,ObjectCollection,Baseline,0,1,,Confirm_Transition,World Target (Castle),
109.8489,3,ObjectCollection,Baseline,0,1,,Disable_Interface,,
110.3222,3,ObjectCollection,Baseline,0,1,,Enable_Interface,,
110.3367,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,City,
110.3877,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Snowy,
110.3877,3,ObjectCollection,Baseline,0,1,,Disable_Interface,,
115.2000,3,ObjectCollection,Baseline,0,1,goldCoin_castle_grab,GrabbedCoin,8.41
115.2088,3,ObjectCollection,Baseline,0,1,,Enable_Interface,,
117.9516,3,ObjectCollection,Baseline,0,1,,Disable_Interface,,
118.3407,3,ObjectCollection,Baseline,0,1,,Enable_Interface,,
118.3689,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Snowy,
118.4245,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Town,
118.4658,3,ObjectCollection,Baseline,0,1,,Confirm_Transition,World Target (Town),
118.4658,3,ObjectCollection,Baseline,0,1,,Disable_Interface,,
118.6871,3,ObjectCollection,Baseline,0,1,,Enable_Interface,,
118.7017,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Town,
118.7581,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Town,
118.7853,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Snowy,
118.8841,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,City,
118.9676,3,ObjectCollection,Baseline,0,1,,Disable_Interface,,
118.9828,3,ObjectCollection,Baseline,0,1,,Enable_Interface,,
119.0093,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,City,
119.3720,3,ObjectCollection,Baseline,0,1,,SelectedMenuItem,Home,
119.7598,3,ObjectCollection,Baseline,0,1,,Confirm_Transition,World Target (Home),
119.7598,3,ObjectCollection,Baseline,0,1,,Disable_Interface,,
123.0599,3,ObjectCollection,Baseline,0,1,goldCoin_castle_grab,DepositedInChest,7.86
123.0599,3,ObjectCollection,Baseline,0,2,goldCoin_snowy_grab,SpawnedCoin,0.00
125.5364,3,ObjectCollection,Baseline,0,2,,Enable_Interface,,
125.8286,3,ObjectCollection,Baseline,0,2,,SelectedMenuItem,Castle,
126.2612,3,ObjectCollection,Baseline,0,2,,SelectedMenuItem,Snowy,
126.3855,3,ObjectCollection,Baseline,0,2,,SelectedMenuItem,City,
