Timestamp,ParticipantID,TaskType,Technique,TaskBlock,Trial,CoinName,Event,Duration
17.49,34,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,
17.5,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
17.6559,34,ObjectCollection,WIM_SteeringWheel,0,1,,Confirm_Transition,World Target (Town)
18.1698,34,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,
30.9468,34,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,
31.0185,34,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,
34.5106,34,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,
39.26,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,City
39.44,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Home
39.64,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,City
39.88,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
40,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Snowy
40.16,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
41.78,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,City
41.98,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Home
42.56,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,City
43.26,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
43.78,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Snowy
45.78,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Castle
46.64,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Snowy
46.7,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
46.82,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,City
46.98,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Home
47.46,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Home
47.6945,34,ObjectCollection,WIM_SteeringWheel,0,1,,Confirm_Transition,World Target (Home)
48.1941,34,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,
50.1986,34,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,
50.2,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
51.68,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
52.08,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
52.72,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,City
52.96,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
53.14,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
53.44,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Snowy
53.8,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
54.04,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
54.82,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
55.98,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
56.82,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
58.4,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
59.22,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
59.6,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
59.82,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
60.3,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
60.88,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
73.42,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
75.42,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
75.88,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,City
76.44,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
76.54,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
76.64,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Snowy
76.78,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Castle
76.92,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Snowy
77.24,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
77.34,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
78.5,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,City
78.92,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
79.36,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
82.46,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
83.5,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
91.3046,34,ObjectCollection,WIM_SteeringWheel,0,1,,Confirm_Transition,World Target (Town)
91.8051,34,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,
96.4543,34,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,
96.8575,34,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,
97.7074,34,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,
97.7761,34,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,
102.1062,34,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,
103.04,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,City
103.2,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Home
103.8041,34,ObjectCollection,WIM_SteeringWheel,0,1,,Confirm_Transition,World Target (Home)
104.3053,34,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,
123.7231,34,ObjectCollection,WIM_SteeringWheel,0,1,goldCoin_funland_grab,SpawnedCoin,0
127.8023,34,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,
127.82,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
128.28,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,City
128.6199,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,City
128.7,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
128.8,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
128.92,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Snowy
129.16,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
129.3,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
129.38,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,City
131.3999,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,City
131.58,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
132.1199,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,City
133.5105,34,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,
134.2891,34,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,
134.3,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,City
134.3739,34,ObjectCollection,WIM_SteeringWheel,0,1,,Confirm_Transition,World Target (City)
134.4286,34,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,
134.6786,34,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,
134.8264,34,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,
134.8856,34,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,
134.8856,34,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,
134.9742,34,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,
134.9742,34,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,
135.0663,34,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,
135.88,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Home
137.4627,34,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,
140.8466,34,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,
140.8749,34,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,
142.9619,34,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,
143.1599,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
143.1705,34,ObjectCollection,WIM_SteeringWheel,0,1,,Confirm_Transition,World Target (Town)
143.2599,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
143.3667,34,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,
144.3812,34,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,
145.2599,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
145.5399,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Snowy
146.1199,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Castle
146.2399,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Castle
147.22,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Snowy
148.4599,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
151.2199,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland
152.3282,34,ObjectCollection,WIM_SteeringWheel,0,1,,Confirm_Transition,World Target (Funland)
152.8295,34,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,
160.9399,34,ObjectCollection,WIM_SteeringWheel,0,1,goldCoin_funland_grab,GrabbedCoin,37.22
162.6289,34,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,
162.6884,34,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,
162.9201,34,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,
163.0184,34,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,
163.9098,34,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,
164.5599,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town
164.7199,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,City
164.9399,34,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Home
165.386,34,ObjectCollection,WIM_SteeringWheel,0,1,,Confirm_Transition,World Target (Home)
165.7323,34,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,
167.8065,34,ObjectCollection,WIM_SteeringWheel,0,1,goldCoin_funland_grab,DepositedInChest,6.87
167.8065,34,ObjectCollection,WIM_SteeringWheel,0,2,goldCoin_medieval_grab_2,SpawnedCoin,0
168.823,34,ObjectCollection,WIM_SteeringWheel,0,2,,Enable_Interface,
168.8399,34,ObjectCollection,WIM_SteeringWheel,0,2,,SelectedMenuItem,Town
169.4999,34,ObjectCollection,WIM_SteeringWheel,0,2,,SelectedMenuItem,City
169.8199,34,ObjectCollection,WIM_SteeringWheel,0,2,,SelectedMenuItem,Town
170.8699,34,ObjectCollection,WIM_SteeringWheel,0,2,,Confirm_Transition,World Target (Town)
171.3706,34,ObjectCollection,WIM_SteeringWheel,0,2,,Disable_Interface,
173.6599,34,ObjectCollection,WIM_SteeringWheel,0,2,goldCoin_medieval_grab_2,GrabbedCoin,5.85
175.1012,34,ObjectCollection,WIM_SteeringWheel,0,2,,Enable_Interface,
175.1199,34,ObjectCollection,WIM_SteeringWheel,0,2,,SelectedMenuItem,City
175.8999,34,ObjectCollection,WIM_SteeringWheel,0,2,,SelectedMenuItem,City
176.3399,34,ObjectCollection,WIM_SteeringWheel,0,2,,SelectedMenuItem,Home
176.6321,34,ObjectCollection,WIM_SteeringWheel,0,2,,Confirm_Transition,World Target (Home)
177.1055,34,ObjectCollection,WIM_SteeringWheel,0,2,,Disable_Interface,
177.6058,34,ObjectCollection,WIM_SteeringWheel,0,2,,Enable_Interface,
177.6199,34,ObjectCollection,WIM_SteeringWheel,0,2,,SelectedMenuItem,Town
177.7199,34,ObjectCollection,WIM_SteeringWheel,0,2,,SelectedMenuItem,City
177.7312,34,ObjectCollection,WIM_SteeringWheel,0,2,,Confirm_Transition,World Target (City)
178.2328,34,ObjectCollection,WIM_SteeringWheel,0,2,,Disable_Interface,
178.9995,34,ObjectCollection,WIM_SteeringWheel,0,2,,Enable_Interface,
180.3779,34,ObjectCollection,WIM_SteeringWheel,0,2,,Disable_Interface,
180.6142,34,ObjectCollection,WIM_SteeringWheel,0,2,,Enable_Interface,
180.6199,34,ObjectCollection,WIM_SteeringWheel,0,2,,SelectedMenuItem,Town
180.7001,34,ObjectCollection,WIM_SteeringWheel,0,2,,Confirm_Transition,World Target (Town)
181.1428,34,ObjectCollection,WIM_SteeringWheel,0,2,,Disable_Interface,
181.1828,34,ObjectCollection,WIM_SteeringWheel,0,2,,Enable_Interface,
181.2104,34,ObjectCollection,WIM_SteeringWheel,0,2,,Disable_Interface,
181.2239,34,ObjectCollection,WIM_SteeringWheel,0,2,,Enable_Interface,
181.252,34,ObjectCollection,WIM_SteeringWheel,0,2,,Disable_Interface,
181.266,34,ObjectCollection,WIM_SteeringWheel,0,2,,Enable_Interface,
181.266,34,ObjectCollection,WIM_SteeringWheel,0,2,,Disable_Interface,
