Participant,Technique,TechniquePreview,TechniqueInteractionSpace,TechniquePreviewSpace,InteractionMetaphor,TaskBlock,Trial,SearchTime,RetrieveTime,DepositTime,TotalTime,ErrorCount
34,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,1,28.605100000000007,8.111699999999985,4.446100000000001,44.0834,2
34,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,2,3.0634000000000015,2.289999999999992,9.723500000000001,17.734399999999994,0
34,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,3,11.525300000000016,2.033699999999982,5.3718000000000075,22.1455,0
34,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,4,6.292500000000018,1.7210000000000036,2.2184999999999775,12.87730000000002,0
34,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,5,3.508699999999976,3.347500000000025,1.8740999999999985,11.464100000000002,0
34,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,6,3.2091999999999814,1.8829000000000065,2.153500000000008,9.3887,0
34,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,7,4.190599999999989,1.392799999999994,0.17959999999999354,10.689699999999988,0
34,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,8,7.0867000000000075,1.5670000000000073,4.071300000000008,15.813300000000027,0
34,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,9,3.397899999999993,2.0224999999999795,3.212600000000009,11.331399999999974,0
34,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,10,5.4576999999999884,1.811300000000017,1.7520999999999844,11.581099999999992,0
34,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,11,4.858600000000024,1.2292999999999665,1.8618000000000166,10.203900000000033,1
34,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,12,2.798000000000002,1.5059999999999718,1.668799999999976,8.295699999999954,0
34,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,13,3.0498000000000047,2.0785000000000196,3.3643000000000143,11.108600000000024,0
34,WIM_SteeringWheel,WIM,Bimanual,Bimanual,SteeringWheel,0,14,9.689900000000023,1.029799999999966,2.1580000000000155,15.562399999999968,2
