Index,Timestamp,ParticipantID,TaskType,Technique,TaskBlock,Trial,CoinName,Event,Duration
1,27.6507,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
2,27.98,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,SelectedMenuItem,Town
3,28.08,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,SelectedMenuItem,Town
4,30.6291,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Confirm_Transition,World Target (Town)
5,31.1309,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Disable_Interface,
6,31.1451,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
7,31.1451,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Disable_Interface,
8,31.1591,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
9,31.1591,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Disable_Interface,
10,31.173,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
11,31.173,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Disable_Interface,
12,31.1868,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
13,31.1868,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Disable_Interface,
14,31.2008,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
15,31.2008,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Disable_Interface,
16,31.2143,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
17,31.2143,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Disable_Interface,
18,31.2282,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
19,31.2282,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Disable_Interface,
20,31.2419,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
21,31.2562,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Disable_Interface,
22,31.2698,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
23,31.2698,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Disable_Interface,
24,31.2846,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
25,31.2846,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Disable_Interface,
26,31.3002,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
27,33.32,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,SelectedMenuItem,Home
28,33.62,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,SelectedMenuItem,City
29,34.0,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,SelectedMenuItem,Home
30,35.56,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,SelectedMenuItem,City
31,35.9,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,SelectedMenuItem,City
32,38.58,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,SelectedMenuItem,City
33,39.78,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,SelectedMenuItem,Home
34,41.9883,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Disable_Interface,
35,42.56,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
36,43.2557,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Disable_Interface,
37,58.5125,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
38,58.58,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,SelectedMenuItem,Home
39,58.9,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,SelectedMenuItem,Home
40,58.92,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,SelectedMenuItem,City
41,58.98,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,SelectedMenuItem,City
42,58.98,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,SelectedMenuItem,Home
43,59.46,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,SelectedMenuItem,City
44,60.3233,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Disable_Interface,
45,60.8791,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
46,60.88,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,SelectedMenuItem,City
47,63.2741,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Confirm_Transition,World Target (City)
48,63.7749,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Disable_Interface,
49,64.4854,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
50,64.5974,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Disable_Interface,
51,72.0863,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
52,73.44,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,SelectedMenuItem,Town
53,74.2849,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Confirm_Transition,World Target (Town)
54,74.3129,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Disable_Interface,
55,75.2296,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
56,75.24,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,SelectedMenuItem,Home
57,75.3274,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Disable_Interface,
58,75.3548,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
59,75.3692,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Disable_Interface,
60,75.4247,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
61,75.5221,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Disable_Interface,
62,76.0132,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Enable_Interface,
63,76.64,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,SelectedMenuItem,Funland
64,77.5416,2,ObjectCollection,Portal_Palette_HeadHand,0,1,,Confirm_Transition,World Target (Funland)
