Timestamp,ParticipantID,TaskType,Technique,TaskBlock,Trial,CoinName,Event,Duration
9.9225,16,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,,
9.9400,16,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,City,
10.1195,16,ObjectCollection,WIM_SteeringWheel,0,1,,Confirm_Transition,World Target (City),
10.1200,16,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland,
10.1600,16,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town,
10.2156,16,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,,
23.9940,16,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,,
24.0000,16,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Snowy,
24.0232,16,ObjectCollection,WIM_SteeringWheel,0,1,,Confirm_Transition,World Target (Snowscape),
24.3866,16,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,,
32.5422,16,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,,
32.5600,16,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town,
32.6800,16,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town,
33.7400,16,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town,
33.9800,16,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland,
36.0000,16,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland,
36.6600,16,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town,
37.7200,16,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,City,
38.5800,16,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town,
39.6413,16,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,,
40.9358,16,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,,
41.0075,16,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,,
47.3967,16,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,,
47.4666,16,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,,
49.6490,16,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,,
49.7333,16,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,,
51.1258,16,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,,
51.1822,16,ObjectCollection,WIM_SteeringWheel,0,1,,Disable_Interface,,
52.2384,16,ObjectCollection,WIM_SteeringWheel,0,1,,Enable_Interface,,
55.5600,16,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town,
55.8200,16,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,City,
55.9600,16,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Home,
56.8000,16,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,City,
56.9800,16,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town,
57.2200,16,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Funland,
58.0400,16,ObjectCollection,WIM_SteeringWheel,0,1,,SelectedMenuItem,Town,
