Timestamp,ParticipantID,TaskType,Technique,TaskBlock,Trial,CoinName,Event,Duration
43.9485,18,ObjectCollection,Portal_Gallery,0,1,,Enable_Interface,,
44.2200,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
45.4600,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
45.7400,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
45.9000,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Snowy,
46.1400,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
46.7800,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
47.3200,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,City,
48.3800,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
48.5800,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
48.7800,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Snowy,
48.9600,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Castle,
49.6200,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Snowy,
49.7400,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
62.2511,18,ObjectCollection,Portal_Gallery,0,1,,Confirm_Transition,World Target (Funland),
62.7526,18,ObjectCollection,Portal_Gallery,0,1,,Disable_Interface,,
64.1865,18,ObjectCollection,Portal_Gallery,0,1,,Enable_Interface,,
65.2200,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
65.7200,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,City,
66.5000,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Home,
77.1053,18,ObjectCollection,Portal_Gallery,0,1,,Disable_Interface,,
77.9958,18,ObjectCollection,Portal_Gallery,0,1,,Enable_Interface,,
78.5600,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
78.6400,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,City,
78.9200,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Home,
81.1847,18,ObjectCollection,Portal_Gallery,0,1,,Confirm_Transition,World Target (Home),
81.6859,18,ObjectCollection,Portal_Gallery,0,1,,Disable_Interface,,
88.4507,18,ObjectCollection,Portal_Gallery,0,1,,Enable_Interface,,
88.5000,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
92.9800,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
95.1000,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,City,
95.9400,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,City,
96.6800,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,City,
97.2497,18,ObjectCollection,Portal_Gallery,0,1,,Disable_Interface,,
98.5864,18,ObjectCollection,Portal_Gallery,0,1,,Enable_Interface,,
98.9800,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
99.7536,18,ObjectCollection,Portal_Gallery,0,1,,Disable_Interface,,
114.7453,18,ObjectCollection,Portal_Gallery,0,1,,Enable_Interface,,
114.7800,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
114.9800,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
115.1200,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Snowy,
115.3400,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
115.4000,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
115.4800,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,City,
128.5600,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,City,
128.6600,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
128.7800,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
128.9200,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Snowy,
129.0399,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
129.1799,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
129.2800,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,City,
134.7646,18,ObjectCollection,Portal_Gallery,0,1,,Disable_Interface,,
134.9733,18,ObjectCollection,Portal_Gallery,0,1,,Enable_Interface,,
134.9799,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,City,
138.8199,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,City,
140.0531,18,ObjectCollection,Portal_Gallery,0,1,,Confirm_Transition,World Target (City),
140.5544,18,ObjectCollection,Portal_Gallery,0,1,,Disable_Interface,,
173.3239,18,ObjectCollection,Portal_Gallery,0,1,,Enable_Interface,,
173.6599,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
177.7399,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
178.7199,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
181.0999,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
181.3999,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
182.1399,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Snowy,
182.8799,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Castle,
183.6399,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Snowy,
184.1799,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
184.9599,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
187.2599,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Home,
189.1399,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
190.1199,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
191.0199,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
191.1999,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Home,
192.1999,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
192.2799,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
193.7599,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Snowy,
194.4999,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Castle,
195.1999,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Snowy,
196.1199,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
223.2999,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Snowy,
223.4199,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Castle,
223.9799,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Snowy,
224.2199,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
225.1399,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
226.2999,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Home,
227.4199,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
227.8799,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
228.3399,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Snowy,
228.9799,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Castle,
229.5799,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Snowy,
229.9799,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
230.6799,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
232.6999,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Home,
233.8599,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
233.9999,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
234.5799,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Snowy,
234.9199,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Castle,
235.5599,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Snowy,
235.8799,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
236.2599,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
237.3999,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
237.9999,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Snowy,
238.2399,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Castle,
248.1599,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Snowy,
248.8999,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Castle,
250.2866,18,ObjectCollection,Portal_Gallery,0,1,,Confirm_Transition,World Target (Castle),
250.7873,18,ObjectCollection,Portal_Gallery,0,1,,Disable_Interface,,
253.6684,18,ObjectCollection,Portal_Gallery,0,1,,Enable_Interface,,
253.7399,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Town,
254.4199,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Funland,
254.6199,18,ObjectCollection,Portal_Gallery,0,1,,SelectedMenuItem,Snowy,
